Date,Price,Open,High,Low,Vol.,Change %
11/01/1995,2411.80,2354.01,2432.25,2354.01,,2.70%
10/01/1995,2348.40,2348.56,2348.56,2290.21,,1.01%
09/01/1995,2325.00,2329.00,2364.72,2310.63,,0.42%
08/01/1995,2315.22,2244.52,2315.22,2234.12,,2.12%
07/01/1995,2267.16,2207.16,2267.16,2177.78,,2.61%
06/01/1995,2209.46,2265.89,2282.62,2209.46,,-1.78%
05/01/1995,2249.60,2287.43,2308.65,2225.27,,-0.84%
04/01/1995,2268.75,2203.51,2274.50,2203.51,,3.06%
03/01/1995,2201.35,2161.24,2208.49,2137.64,,1.36%
02/01/1995,2171.77,2156.45,2185.54,2135.49,,0.81%
01/01/1995,2154.37,2185.21,2190.15,2122.68,,-2.48%
12/01/1994,2209.27,2125.15,2209.27,2085.50,,3.39%
11/01/1994,2136.92,2227.61,2231.52,2133.19,,-3.27%
10/01/1994,2209.26,2197.77,2223.22,2142.89,,0.45%
09/01/1994,2199.35,2221.48,2243.30,2168.06,,-0.94%
08/01/1994,2220.25,2400.69,2400.69,2195.21,,-6.74%
07/01/1994,2380.70,2347.06,2380.70,2285.06,,1.72%
06/01/1994,2340.41,2268.91,2392.49,2241.54,,2.46%
05/01/1994,2284.22,2248.14,2291.02,2228.11,,1.49%
04/01/1994,2250.73,2246.15,2276.10,2212.61,,2.62%
03/01/1994,2193.29,2219.35,2221.58,2156.84,,-1.19%
02/01/1994,2219.72,2313.99,2327.01,2202.97,,-2.17%
01/01/1994,2269.05,2111.22,2269.05,2111.22,,8.14%
12/01/1993,2098.21,2146.37,2146.37,2081.17,,-1.88%
11/01/1993,2138.44,2273.75,2273.75,2138.44,,-5.02%
10/01/1993,2251.36,2335.13,2358.59,2251.36,,-3.59%
09/01/1993,2335.26,2309.97,2335.26,2252.77,,0.25%
08/01/1993,2329.33,2321.41,2356.29,2298.25,,0.82%
07/01/1993,2310.31,2323.78,2351.04,2263.04,,-0.86%
06/01/1993,2330.46,2408.45,2408.45,2311.59,,-3.13%
05/01/1993,2405.75,2480.07,2480.07,2405.75,,-2.78%
04/01/1993,2474.61,2506.16,2509.57,2445.40,,-1.07%
03/01/1993,2501.49,2448.40,2501.49,2447.23,,2.08%
02/01/1993,2450.42,2423.48,2450.42,2380.18,,1.16%
01/01/1993,2422.28,2371.27,2428.36,2345.46,,1.21%
12/01/1992,2393.26,2363.56,2419.53,2326.74,,0.23%
11/01/1992,2387.88,2439.95,2439.95,2387.88,,-1.28%
10/01/1992,2418.81,2486.35,2526.74,2415.19,,-2.20%
09/01/1992,2473.19,2455.59,2497.41,2455.59,,1.15%
08/01/1992,2445.16,2430.56,2452.06,2395.32,,0.10%
07/01/1992,2442.60,2481.54,2492.35,2429.24,,-1.39%
06/01/1992,2477.12,2491.86,2537.92,2477.12,,-0.55%
05/01/1992,2490.85,2432.89,2490.85,2387.32,,2.69%
04/01/1992,2425.68,2377.86,2425.68,2364.19,,3.00%
03/01/1992,2355.11,2307.34,2359.51,2307.34,,1.12%
02/01/1992,2329.08,2363.26,2439.02,2304.09,,-1.10%
01/01/1992,2354.91,2304.20,2373.32,2236.06,,2.75%
12/01/1991,2291.90,2441.28,2441.28,2259.40,,-7.08%
11/01/1991,2466.49,2592.30,2600.17,2450.05,,-4.04%
10/01/1991,2570.31,2499.19,2608.42,2499.19,,2.87%
