Date,Price_spx,Price_vix,Price_gsci,Price_soy,Price_wheat,Price_corn,Price_sil,Price_plat,Price_gold,Price_png,Price_jnj,Price_exxon,rf,cpi
44573,3839.5,21.67,3495.76,1524,792,678.5,24.88,1073.7,1842.2,151.56,176.65,110.3,4.25,298.808
44927,4076.6,19.4,3492.71,1538,761.25,679.75,24.74,1012,1962.2,142.38,163.42,116.01,4.54,300.456
44928,3970.15,20.7,3359.08,1479.5,705.5,629.5,21.72,955.2,1853.2,137.56,153.26,109.91,4.65,301.476
44929,4109.31,18.7,3323.01,1505.5,692.25,660.5,24.85,994.1,2004.1,148.69,155,109.66,4.69,301.643
44930,4169.48,15.78,3297.81,1419.25,633.75,636,25.77,1088.2,2018.3,156.38,163.7,118.34,4.92,302.858
44931,4179.83,17.94,3096.4,1299.75,594.25,593,24.14,1007.1,1982.1,142.5,155.06,102.18,5.14,303.316
44932,4450.38,13.59,3232.35,1442,651,554.5,23.34,904.5,1929.4,151.74,165.52,107.25,5.16,304.099
44933,4588.96,13.63,3579.36,1331.75,665.75,504,25.34,949.7,2009.2,156.3,167.53,107.24,5.25,304.615
44934,4507.66,13.57,3600.72,1368.75,602,461,24.81,971.3,1965.9,154.34,161.68,111.19,5.3,306.138
44935,4288.05,17.52,3748.92,1275,541.5,476.75,22.45,906.8,1885.4,145.86,155.75,117.58,5.32,307.374
44936,4193.8,18.14,3592.04,1310.5,556.25,478.75,22.95,936.5,1994.3,150.03,148.34,105.85,5.34,307.653
44937,4567.8,12.92,3461.11,1342.75,598,461.75,25.29,931.2,2038.1,153.52,154.66,102.74,5.27,308.087
44938,4769.83,12.45,3346.58,1293.5,628,471.25,24.09,995,2071.8,146.54,156.74,99.98,5.24,308.735
45292,4845.65,14.35,3496.06,1232.75,605.25,458.5,23.28,924.4,2057.4,157.14,158.9,102.81,5.22,309.794
45293,5096.27,13.4,3526.54,1128.25,577.5,415.75,22.89,879.9,2054.7,158.94,161.38,104.52,5.24,311.022
45294,5254.35,13.01,3693.33,1205.25,575.75,454.5,25.04,907.7,2227.1,162.25,158.19,116.24,5.24,312.107
45295,5035.69,15.65,3736.14,1163,585,446.75,26.53,941.2,2302.9,163.2,144.59,118.27,5.24,313.016
45296,5277.51,12.92,3665.1,1203.5,699.5,454,30.44,1037.7,2333.9,164.54,146.67,117.26,5.25,313.14
45297,5460.48,12.44,3717.39,1150.5,553.5,397.25,29.39,1001.9,2350.9,164.92,146.16,115.12,5.24,313.131
45298,5522.3,16.36,3586.43,1014.5,527.25,382.75,28.94,982.2,2449.3,160.76,157.85,118.59,5.2,313.566
45299,5648.4,15,3524.63,982,551.5,401,28.87,927.8,2516,171.54,165.86,117.94,5.05,314.131
45300,5762.48,16.73,3521.77,1057,584,424.75,31.46,979,2647.9,173.2,162.06,117.22,4.72,314.851
45301,5705.45,23.16,3537.79,982.5,570.5,410.75,32.8,991.6,2761.6,165.18,159.86,116.78,4.51,315.564
45302,6032.38,13.51,3539.95,989.5,548,433,30.84,949.5,2681,179.26,155.01,117.96,4.42,316.449
45303,5881.63,17.35,3655.99,998.25,551.5,458.5,29.1,894,2653.3,167.65,144.62,107.57,4.27,317.603
45658,6040.53,16.43,3777.23,1042,559.5,482,32.27,1033.2,2835,165.99,152.15,106.83,4.21,319.086
