Date,Price,Open,High,Low,Vol.,Change %
12/01/2005,973,982,"1,026.00",946,35.91K,-0.75%
11/01/2005,980.4,943,"1,011.00",916,28.45K,3.94%
10/01/2005,943.2,925,953.5,915.5,3.81K,1.39%
09/01/2005,930.3,896,930,893,7.86K,4.00%
08/01/2005,894.5,899,930,883.3,24.96K,-0.38%
07/01/2005,897.9,884,905,862.5,3.80K,1.63%
06/01/2005,883.5,881.2,905,868.5,30.76K,-0.07%
04/01/2005,884.1,874,884,859,0.44K,1.55%
03/01/2005,870.6,866,889,854.8,27.36K,0.52%
02/01/2005,866.1,871,885,847,19.64K,-0.88%
01/01/2005,873.8,857.2,950,845,2.05K,1.17%
12/01/2004,863.7,872,887,813,27.58K,-0.99%
11/01/2004,872.3,836,882.8,821.2,18.30K,4.72%
10/01/2004,833,861,869.5,815,5.42K,-3.25%
09/01/2004,861,860.5,884.7,845,1.75K,5.88%
07/01/2004,813.2,785,839,775,0.81K,2.74%
06/01/2004,791.5,790.2,796.9,775,3.01K,-5.16%
05/01/2004,834.6,794,842,760.2,10.91K,5.09%
04/01/2004,794.2,905,954,756,4.98K,-12.60%
03/01/2004,908.7,881.5,924,869,27.42K,2.40%
02/01/2004,887.4,827,888,810,14.28K,6.88%
01/01/2004,830.3,818,885,816,5.38K,2.34%
12/01/2003,811.3,766.5,840,766,13.63K,5.65%
11/01/2003,767.9,743,779,736.2,11.87K,2.95%
10/01/2003,745.9,710,766.8,705,3.89K,5.52%
09/01/2003,706.9,712.5,718.8,688,22.29K,-0.24%
08/01/2003,708.6,687,715,673,11.02K,3.34%
07/01/2003,685.7,679,703,669,2.43K,2.25%
06/01/2003,670.6,637,684,632,20.11K,5.31%
05/01/2003,636.8,602,678,593.5,18.66K,6.26%
04/01/2003,599.3,643.2,650,590,3.48K,-7.57%
03/01/2003,648.4,670.1,707,619,24.62K,-3.58%
02/01/2003,672.5,664,694,642.5,14.81K,2.06%
01/01/2003,658.9,610,660,605,2.76K,9.02%
12/01/2002,604.4,585,610.5,581,19.59K,3.87%
11/01/2002,581.9,572,600,565,9.84K,1.77%
10/01/2002,571.8,570,602,559,2.60K,1.29%
09/01/2002,564.5,563,574,534.5,19.52K,-0.23%
