Date,Price,Open,High,Low,Vol.,Change %
07/01/1996,5.17,5.05,5.20,4.93,249.28K,2.74%
06/01/1996,5.04,5.12,5.17,5.01,51.60K,-7.27%
05/01/1996,5.43,5.36,5.55,5.26,278.80K,1.69%
04/01/1996,5.34,5.56,5.56,5.25,40.22K,-4.01%
03/01/1996,5.56,5.56,5.74,5.36,286.63K,0.32%
02/01/1996,5.55,5.48,5.60,5.47,41.73K,-1.18%
01/01/1996,5.61,5.20,5.70,5.18,354.56K,7.76%
12/01/1995,5.21,5.18,5.22,5.13,17.50K,-0.82%
11/01/1995,5.25,5.38,5.45,5.18,26.55K,-2.36%
10/01/1995,5.38,5.48,5.51,5.26,233.69K,-1.97%
09/01/1995,5.49,5.32,5.55,5.23,24.93K,2.31%
08/01/1995,5.36,5.19,5.81,5.14,37.48K,5.59%
07/01/1995,5.08,5.08,5.46,5.03,230.81K,0.24%
06/01/1995,5.07,5.39,5.54,5.02,55.06K,-5.11%
05/01/1995,5.34,5.80,6.21,5.12,410.39K,-7.69%
04/01/1995,5.78,5.44,5.98,5.37,42.85K,8.38%
03/01/1995,5.34,4.49,5.40,4.34,365.65K,16.89%
02/01/1995,4.57,4.83,4.83,4.48,55.86K,-2.64%
01/01/1995,4.69,4.87,4.97,4.61,312.58K,-4.64%
12/01/1994,4.92,4.75,4.97,4.71,23.69K,-0.53%
11/01/1994,4.94,5.31,5.36,5.11,38.59K,-6.52%
10/01/1994,5.29,5.58,5.74,5.29,363.57K,-6.52%
09/01/1994,5.66,5.66,5.71,5.60,32.19K,3.10%
08/01/1994,5.49,5.17,5.48,5.10,23.10K,2.45%
07/01/1994,5.36,5.39,5.52,5.15,281.84K,-1.27%
06/01/1994,5.43,5.43,5.58,5.27,49.64K,-2.76%
05/01/1994,5.58,5.37,5.80,5.10,418.53K,3.64%
04/01/1994,5.38,5.68,5.68,5.12,55.12K,-7.27%
03/01/1994,5.81,5.36,5.81,5.18,382.93K,7.70%
02/01/1994,5.39,5.30,5.40,5.18,45.47K,4.72%
01/01/1994,5.15,5.14,5.41,4.89,392.58K,0.59%
12/01/1993,5.12,4.68,5.17,4.65,10.60K,14.99%
11/01/1993,4.45,4.30,4.72,4.25,56.94K,1.62%
10/01/1993,4.38,4.07,4.60,4.02,289.33K,7.28%
09/01/1993,4.08,4.52,4.56,3.99,28.40K,-16.25%
08/01/1993,4.87,5.47,5.47,4.68,20.90K,-6.90%
07/01/1993,5.24,4.57,5.29,4.55,356.12K,14.13%
06/01/1993,4.59,4.41,4.64,4.27,39.33K,-1.10%
05/01/1993,4.64,4.46,4.75,4.23,360.46K,5.00%
04/01/1993,4.42,3.88,4.43,3.86,53.22K,12.76%
03/01/1993,3.92,3.59,3.97,3.55,152.63K,8.81%
02/01/1993,3.60,3.69,3.70,3.54,15.43K,-1.96%
01/01/1993,3.67,3.64,3.76,3.31,127.46K,-0.49%
12/01/1992,3.69,3.72,3.77,3.66,10.00K,-1.91%
11/01/1992,3.76,3.96,3.96,3.67,0.02K,-0.34%
10/01/1992,3.78,3.76,3.83,3.70,103.68K,0.35%
09/01/1992,3.76,3.73,3.79,3.73,174.85K,0.37%
08/01/1992,3.75,3.81,3.83,3.71,8.71K,-5.31%
07/01/1992,3.96,4.06,4.11,3.84,145.75K,-2.46%
06/01/1992,4.06,4.00,4.06,3.99,22.04K,0.45%
05/01/1992,4.04,4.02,4.17,4.00,139.14K,0.62%
04/01/1992,4.02,4.12,4.12,3.95,14.85K,-3.46%
03/01/1992,4.16,4.11,4.23,4.01,186.66K,0.58%
02/01/1992,4.14,4.11,4.17,4.11,21.67K,-1.43%
01/01/1992,4.20,3.86,4.41,3.86,321.39K,7.23%
12/01/1991,3.91,4.13,4.13,3.84,14.92K,-4.42%
11/01/1991,4.09,4.02,4.12,4.02,0.08K,-0.78%
10/01/1991,4.13,4.20,4.26,4.03,213.27K,-1.15%
09/01/1991,4.17,3.94,4.22,3.90,20.70K,8.53%
08/01/1991,3.85,4.08,4.08,3.85,21.73K,-6.24%
07/01/1991,4.10,4.48,4.55,4.00,264.52K,-8.36%
06/01/1991,4.48,4.20,4.59,4.19,32.48K,8.04%
05/01/1991,4.14,4.03,4.23,3.96,211.77K,3.16%
04/01/1991,4.02,3.98,4.16,3.90,34.81K,3.16%
03/01/1991,3.89,3.77,4.24,3.74,327.16K,3.15%
02/01/1991,3.77,3.89,3.89,3.53,37.62K,-2.58%
01/01/1991,3.87,4.24,4.35,3.76,258.49K,-8.81%
12/01/1990,4.25,4.19,4.26,3.98,15.11K,1.65%
11/01/1990,4.18,4.22,4.31,4.08,0.06K,-0.52%
10/01/1990,4.20,4.81,4.82,4.06,249.17K,-13.08%
09/01/1990,4.83,4.79,4.96,4.79,10.94K,0.08%
08/01/1990,4.83,4.89,5.27,4.82,12.02K,-0.62%
07/01/1990,4.86,4.97,5.07,4.81,183.23K,-2.12%
