Date,Price,Open,High,Low,Vol.,Change %
04/01/2001,29.80,31.26,31.58,27.77,153.70M,-4.06%
03/01/2001,31.06,34.73,35.43,29.40,160.60M,-11.21%
02/01/2001,34.98,35.72,38.28,34.66,129.57M,-1.88%
01/01/2001,35.65,38.76,39.29,33.12,152.74M,-8.40%
12/01/2000,38.92,36.78,39.35,34.17,135.83M,4.76%
11/01/2000,37.15,35.17,37.68,33.31,140.41M,4.80%
10/01/2000,35.45,33.27,38.17,33.03,186.26M,6.65%
09/01/2000,33.24,30.58,33.65,29.80,177.17M,8.34%
08/01/2000,30.68,27.79,32.00,27.48,149.90M,8.49%
07/01/2000,28.28,28.16,30.76,26.89,165.11M,0.43%
06/01/2000,28.16,32.81,32.93,26.42,244.57M,-14.67%
05/01/2000,33.00,29.68,33.18,29.15,132.74M,11.30%
04/01/2000,29.65,28.16,36.10,28.16,263.08M,5.29%
03/01/2000,28.16,43.66,44.56,26.17,579.98M,-35.41%
02/01/2000,43.60,49.96,50.05,42.17,117.48M,-13.04%
01/01/2000,50.14,53.49,58.73,47.04,181.34M,-7.76%
12/01/1999,54.36,53.96,57.37,51.35,80.96M,1.44%
11/01/1999,53.59,52.16,56.22,51.60,84.94M,2.98%
10/01/1999,52.04,46.39,52.35,45.65,94.26M,11.87%
09/01/1999,46.52,49.25,51.66,45.77,88.66M,-5.54%
08/01/1999,49.25,44.56,51.32,44.56,103.60M,9.61%
07/01/1999,44.93,43.97,45.87,41.96,103.85M,1.47%
06/01/1999,44.28,46.45,48.50,41.74,113.52M,-4.42%
05/01/1999,46.33,45.90,48.63,44.35,83.06M,-0.47%
04/01/1999,46.55,48.69,51.51,44.59,116.10M,-4.20%
03/01/1999,48.59,44.72,50.52,43.91,121.82M,9.41%
02/01/1999,44.41,44.72,46.14,41.71,83.79M,-1.51%
01/01/1999,45.09,44.66,46.14,40.69,109.50M,-0.49%
12/01/1998,45.31,43.11,47.04,41.00,101.01M,4.21%
11/01/1998,43.48,44.10,46.42,43.20,77.87M,-1.18%
10/01/1998,44.00,34.73,44.16,34.55,125.14M,24.68%
09/01/1998,35.29,38.39,40.00,32.31,139.11M,-7.03%
08/01/1998,37.96,39.23,41.37,37.52,132.31M,-3.61%
07/01/1998,39.38,45.56,46.64,39.23,106.05M,-12.84%
06/01/1998,45.18,41.65,45.90,41.46,87.04M,8.55%
05/01/1998,41.62,41.18,42.55,39.82,66.37M,2.06%
04/01/1998,40.78,41.21,44.50,39.79,101.06M,-2.58%
03/01/1998,41.86,41.68,43.60,39.63,80.31M,-0.59%
02/01/1998,42.11,39.29,42.30,39.04,66.53M,8.28%
01/01/1998,38.89,39.35,41.09,38.36,83.50M,-1.79%
12/01/1997,39.60,38.21,41.40,37.99,72.25M,4.76%
11/01/1997,37.80,34.11,38.64,34.11,78.13M,12.03%
10/01/1997,33.74,34.83,36.69,30.76,87.25M,-1.55%
09/01/1997,34.27,33.17,36.34,31.79,122.06M,3.75%
08/01/1997,33.03,37.71,38.24,32.69,129.99M,-12.48%
07/01/1997,37.74,35.04,38.48,34.45,107.28M,7.71%
06/01/1997,35.04,33.86,35.69,32.90,92.82M,2.43%
05/01/1997,34.21,31.01,34.64,30.70,100.74M,9.65%
04/01/1997,31.20,28.38,31.91,28.10,123.09M,9.59%
03/01/1997,28.47,29.55,31.76,28.10,105.03M,-4.46%
02/01/1997,29.80,28.41,32.16,28.25,94.36M,3.87%
01/01/1997,28.69,26.58,28.93,25.71,107.68M,7.45%
12/01/1996,26.70,26.73,27.44,24.93,87.67M,-1.04%
11/01/1996,26.98,24.68,27.54,24.41,78.10M,9.85%
10/01/1996,24.56,24.06,24.84,22.70,97.31M,1.53%
09/01/1996,24.19,21.83,24.19,21.71,73.40M,9.71%
08/01/1996,22.05,21.92,22.79,21.46,74.01M,-0.41%
07/01/1996,22.14,22.58,22.64,20.44,92.40M,-1.51%
06/01/1996,22.48,21.74,23.29,21.68,79.87M,3.12%
05/01/1996,21.80,20.84,22.48,20.28,81.98M,4.01%
04/01/1996,20.96,21.21,21.65,19.69,88.84M,-0.33%
03/01/1996,21.03,20.72,21.96,20.53,94.08M,3.39%
02/01/1996,20.34,20.78,21.92,20.13,134.77M,-2.12%
01/01/1996,20.78,20.37,22.48,20.28,98.90M,0.92%
12/01/1995,20.59,21.30,21.83,20.37,70.44M,-4.05%
11/01/1995,21.46,20.10,22.20,20.03,65.87M,6.77%
10/01/1995,20.10,19.04,20.81,18.98,81.51M,5.24%
09/01/1995,19.10,17.21,19.47,17.06,85.85M,10.98%
08/01/1995,17.21,17.09,17.40,16.40,84.61M,0.70%
07/01/1995,17.09,17.77,17.92,16.53,87.38M,-4.15%
06/01/1995,17.83,17.80,18.42,17.24,70.50M,0.00%
05/01/1995,17.83,17.37,17.92,16.75,71.46M,2.83%
04/01/1995,17.34,16.50,17.46,16.34,56.41M,5.47%
03/01/1995,16.44,16.40,17.46,16.09,79.13M,-0.36%
02/01/1995,16.50,16.22,16.62,15.75,59.12M,2.10%
01/01/1995,16.16,15.35,16.44,15.04,72.26M,5.07%
12/01/1994,15.38,15.51,15.72,15.01,62.93M,-0.84%
11/01/1994,15.51,15.54,16.00,15.13,64.14M,-0.58%
10/01/1994,15.60,14.82,16.03,14.45,77.55M,5.48%
09/01/1994,14.79,15.01,15.10,14.36,64.13M,-2.05%
08/01/1994,15.10,13.86,15.10,13.21,76.02M,9.18%
07/01/1994,13.83,13.49,13.86,13.18,45.42M,4.46%
06/01/1994,13.24,13.89,14.54,13.24,67.36M,-5.36%
05/01/1994,13.99,14.14,14.23,13.15,53.07M,-0.85%
04/01/1994,14.11,12.93,14.20,12.84,65.03M,6.33%
03/01/1994,13.27,14.27,14.36,12.71,78.05M,-7.01%
02/01/1994,14.27,14.79,14.89,13.95,56.76M,-3.32%
01/01/1994,14.76,14.11,14.89,13.77,72.75M,4.38%
12/01/1993,14.14,14.17,14.61,13.52,62.88M,0.43%
11/01/1993,14.08,13.30,14.45,12.78,71.41M,4.61%
10/01/1993,13.46,11.75,13.61,11.63,90.85M,14.26%
09/01/1993,11.78,11.94,12.28,11.38,70.85M,-1.83%
08/01/1993,12.00,12.09,12.25,11.23,78.37M,-0.74%
07/01/1993,12.09,12.90,13.30,11.97,81.75M,-6.28%
06/01/1993,12.90,12.25,12.99,11.69,72.86M,5.82%
05/01/1993,12.19,12.13,12.56,11.91,55.49M,0.00%
04/01/1993,12.19,12.50,12.50,11.23,95.13M,-1.46%
03/01/1993,12.37,12.90,13.49,12.16,71.23M,-4.11%
02/01/1993,12.90,12.40,13.06,12.16,58.99M,4.54%
01/01/1993,12.34,13.37,13.40,12.16,74.81M,-7.22%
12/01/1992,13.30,13.40,13.83,12.90,52.34M,-1.19%
11/01/1992,13.46,13.06,13.64,12.87,43.42M,2.59%
10/01/1992,13.12,12.31,13.27,11.75,60.42M,7.10%
09/01/1992,12.25,11.54,12.47,11.44,62.97M,5.33%
08/01/1992,11.63,12.56,12.65,11.54,55.20M,-7.40%
07/01/1992,12.56,11.41,12.78,11.38,65.94M,10.08%
06/01/1992,11.41,12.71,13.01,11.29,82.19M,-10.51%
05/01/1992,12.75,12.75,13.07,12.59,63.61M,-0.47%
04/01/1992,12.81,12.59,13.10,11.92,76.13M,1.03%
03/01/1992,12.68,12.56,12.78,12.13,61.61M,0.56%
02/01/1992,12.61,12.81,13.01,12.06,68.18M,-2.02%
01/01/1992,12.87,11.54,13.27,11.19,124.81M,10.57%
12/01/1991,11.64,9.94,11.83,9.92,77.71M,15.82%
11/01/1991,10.05,10.25,10.53,9.77,60.15M,-3.09%
10/01/1991,10.37,10.37,10.57,9.80,82.46M,-1.52%
09/01/1991,10.53,10.53,10.59,10.17,61.74M,1.64%
08/01/1991,10.36,10.36,10.44,9.88,72.83M,3.39%
07/01/1991,10.02,10.02,10.13,9.64,83.52M,4.38%
06/01/1991,9.60,9.60,10.64,9.43,107.06M,-9.09%
05/01/1991,10.56,10.56,10.67,10.13,116.24M,1.54%
04/01/1991,10.40,10.40,11.19,10.28,134.07M,-1.52%
03/01/1991,10.56,10.56,10.85,9.94,124.45M,4.76%
02/01/1991,10.08,10.08,10.59,9.77,141.11M,2.54%
01/01/1991,9.83,9.83,10.75,9.43,152.56M,-8.56%
12/01/1990,10.75,10.75,10.88,10.23,74.09M,4.57%
11/01/1990,10.28,10.28,10.30,9.63,87.84M,5.44%
10/01/1990,9.75,9.75,10.26,9.04,146.14M,7.85%
09/01/1990,9.04,9.04,9.88,8.75,84.31M,-5.34%
08/01/1990,9.55,9.55,10.75,8.70,147.02M,-11.25%
07/01/1990,10.76,10.76,11.32,10.54,98.50M,-0.46%
06/01/1990,10.81,10.81,10.85,9.89,100.84M,5.46%
